GENE,RNA_ESC_1,RNA_ESC_2,RNA_MES_1,RNA_MES_2,RNA_CP_1,RNA_CP_2,RNA_CM_1,RNA_CM_2
Zfand3,11.1250383710274,10.6252023512381,29.9828164707934,26.8184827153966,34.130985646608,35.8951139663194,49.3678074346931,40.9533748111023
Zfand4,0.258604060240338,0.277151956328757,0.965475704799464,0.760827549960505,1.34319599525187,1.74319144570633,0.949040901005949,0.885925036127466
Zfand5,6.19788139579897,5.83250999010293,9.8383442113114,9.3532085861297,9.91694364593213,10.9398803014715,10.7560494869602,12.944402455759
Zfand6,19.74611525093,19.9746847480601,20.6252990530848,20.5687003033651,22.2171042306948,20.4233795313279,26.4677390021385,28.3440962699237
Zfas1,63.0366143878131,53.2992926991127,36.928363443377,49.8094621630648,41.8135812521324,34.8002723254834,90.5777124892878,35.3433108210417
Zfat,3.2997889662498,3.35913769316661,4.36591539667893,3.71183210676974,2.75328303806097,3.06023402438138,2.47507682923824,2.86402271490392
Zfc3h1,6.44241602619841,7.04244774540023,7.78709227053791,7.87358125634987,7.99570692000943,8.07938262464104,4.99558856018153,6.32011626156249
Zfhx2,10.6364229405092,11.1153413888418,2.92949096496999,2.35177269289797,3.03528919634355,4.2549514617899,1.84473552621264,1.8705665085901
Zfhx3,2.59176909370678,2.70842108767744,3.67337479920797,2.94334245154524,7.43882998588937,9.35796949347469,8.58932988540723,7.43974650314087
Zfhx4,0.100975785297847,0.100488222736163,0.520923743175088,0.446108059698581,0.899092747445196,0.749080543559428,0.345655002992476,0.710376667396516
Zfp1,11.026971613615,11.2817006487522,8.51805415226937,8.07234010025896,6.65268127573418,6.86942677264166,5.60235474292601,6.33768401016724
Zfp101,2.95853082275029,3.00320048393981,3.89229308005663,5.00838886191674,4.88618927256801,3.9405850076975,1.49791246222432,1.17548887185551
Zfp105,11.264129578206,10.4126812874021,9.53648583618007,9.83981381764708,7.25702312181091,7.78279503024521,4.57613883553916,4.71678270622593
Zfp106,69.4030040590328,68.7641413243036,58.3858577175239,52.6749980833881,41.7884271058275,36.2335999635961,51.0447665917249,56.5034745821992
Zfp108,0.474893773109538,0.466541760009701,0.472793195767248,0.693166602401856,0.554739644643687,0.553285436129633,0.683448642238505,0.796498084403676
Zfp109,2.39549073770281,1.94985027594086,2.03772662587781,2.074673883918,1.68882001729317,1.79794747950259,1.57101132382629,1.93150584969183
Zfp11,1.01036196901484,1.28229667741546,1.12621499267531,1.16427561984122,1.50413833878869,1.61967993816359,1.04463711295573,1.7420333839899
Zfp110,23.2225610991216,22.4768157570032,9.1751039183429,9.00266096987368,9.74902356138505,9.24778681381784,8.41977092908865,8.38704930711463
Zfp111,1.862950200838,1.86984975438869,2.57613096563643,2.35983882921715,2.25221200851659,2.01591743866094,0.616317630505543,1.0249872634219
Zfp112,0.296893241386559,0.429552933170142,0.32245091584717,0.292513044950698,0.668850057309762,0.800516060253793,1.62792614037388,1.76720430233262
Zfp113,1.49341246757278,1.42288025956591,3.4519317460667,3.51460979055638,3.44013602428555,3.62396768650991,1.59804975609655,2.09496623979771
Zfp114,1.60648732504171,1.57823384196146,1.81747888440377,1.55713911451441,1.49122101816275,1.37033230657895,0.79474795704856,1.34721083900101
Zfp119a,0.836636717280727,1.14814034039891,0.914198112246665,1.42408420928594,0.970493458951959,1.0698387916147,0.704812690927783,0.65536912237412
Zfp119b,1.53259186390824,1.74517130550756,1.09234326584161,1.17967254903645,1.41463530520428,1.17178678440656,0.82711746905681,1.12800461257447
Zfp12,3.69271215290102,3.48582999843183,10.1216745353101,10.4153557584417,6.73753623199429,7.04079447449972,7.87070502036484,8.24016135565776
Zfp120,3.23342834002506,3.20108056737835,2.16725038836104,2.72712235153335,2.65973494225225,2.20852009754751,4.10467140668234,4.31065200188126
Zfp128,0.738866815892523,0.80059442381002,1.74065448345123,1.87344188377111,1.76789535106295,2.21085795479577,2.33389330921062,2.83830284736761
Zfp13,9.31158583168233,10.4330530389752,10.8256799886912,10.0313940077242,9.70470618926181,9.40452703532801,10.3247627887924,11.4367328861935
Zfp131,10.2491420474101,9.54315269674866,11.7401761913144,11.4254617987187,7.78222679516039,7.23793746249534,4.52995414702474,5.98276177543872
Zfp133-ps,0.38598872939487,0.413673054372069,0.838432149676387,0.475367585098284,0.628020656220973,0.530009062856736,0.208312485835207,0.289257295377172
Zfp14,0.70347633844852,0.654898448767748,0.744609599861111,0.668950173272353,0.79091407578473,0.803724541457215,3.37185932554488,2.34869683837071
Zfp141,12.7201850734948,13.1857276137117,6.84685473010876,6.45604475056875,4.14867746973318,4.81051216649717,4.40099795208455,4.95289560822215
Zfp142,9.06456694204964,9.21726640231861,7.93660480724344,6.1624086696669,5.14583638106711,5.1243276635049,5.96333450889779,5.77023718332213
Zfp146,19.3866767542457,18.0318803112563,37.647810897147,39.5005128975659,31.8105245097244,32.0215869718747,25.8743132052051,31.5501964501757
Zfp148,3.62766128790293,3.52088326093113,4.25487134974093,4.11985240418513,6.51185352556992,6.85417830542373,7.0764775925855,7.99183358831893
Zfp157,3.12518423696817,3.38720160880757,4.30672592569678,4.54511997418727,5.77864255396085,5.23419377984319,4.1360239834653,4.83361499365389
Zfp160,2.94116292112183,2.51404484812701,3.24798562436066,3.90454171639504,4.13434520536721,3.93171628990379,2.54679167464983,3.12519832017254
Zfp169,1.12428207856972,0.946341346822439,1.29670562279143,1.21171164634956,1.85540646332651,1.81328340590003,2.20151363135779,2.25810619762942
Zfp174,0.385501533926936,0.3474223609411,0.218859082153724,0.249372867952191,0.394758860818804,0.559963064848608,1.02889961027942,1.10304292425973
Zfp180,7.62222784592939,6.99678355357799,8.05934315516314,8.13756957163046,8.65957362254333,7.96554673078158,7.27834617754928,7.24108831812506
Zfp182,1.31026419744601,1.15455599674247,0.684893556990864,0.891687435730849,1.13126129982469,1.15453521969533,0.975613163387897,1.13267645353074
Zfp184,3.00719449132546,3.75481157238665,5.64823130274566,6.75185999223096,4.05604928549865,4.10008444811025,2.97801426911038,2.31295758917287
Zfp185,3.44238573716663,3.41948985084013,0.572252924199283,0.512713334528896,5.42212942157607,3.81477297704018,3.9178208258093,2.53206721498123
Zfp189,1.50354454518796,1.6480058381224,3.32162011447011,3.44154829431765,3.54119556761816,3.19066499507092,2.93594127148155,3.19000794848371
Zfp2,2.82271971219598,2.6260191343787,2.90958580714886,2.66448147069122,3.05852168346587,2.85474973026566,1.50927526998005,1.76277225943377
Zfp202,1.47170523459731,1.58301698553717,2.94594716403092,2.92526877138362,2.31251557601512,1.97121315653845,1.13631049147209,1.41454587385578
Zfp207,47.4065342034009,46.0064875706698,46.4421995271963,51.6622357541258,39.5759670273916,37.8102333105731,20.6042150275299,21.9237710299173
Zfp212,8.61580457515907,9.31620142231682,14.3495362690955,14.1899263141808,11.1684205358248,12.5411389854935,9.51553274324905,8.35078744039094
Zfp213,3.70690642057073,3.25500669428404,3.10831709416185,3.53797846078675,3.43086228349887,3.61629288301386,0.975064471842851,1.56737955128352
Zfp217,13.1295489897216,13.5212255593258,20.6890809831503,17.9176797284075,21.2677910812522,27.3603273517486,12.3559572335854,11.7285873590204
Zfp219,51.3414000524805,55.0540438502263,26.9157225867086,25.0335579886701,37.5738870331688,45.6883151606695,42.2297703120677,30.9702512780212
Zfp229,4.89545599551653,5.00495497185677,1.87389863324574,1.91398062789805,2.75255098485538,2.75682213709437,0.893911864757266,1.72397603685356
Zfp235,1.28148258159097,1.33865092862723,1.40836638475403,1.46131516900584,1.14562009816134,1.04739886231212,1.19382893667939,1.76387918078977
Zfp239,4.25110956949167,4.40301209048876,4.37587114437097,4.49748461978304,3.35116567714744,3.00972682888093,1.82171236470159,2.24157406557303
Zfp24,5.7025872509606,5.70510593599569,8.91623663661638,9.31492112123755,7.44534090636022,7.45904866276244,5.30769829901783,7.80040035547909
Zfp248,1.79743596188736,1.67641542008402,2.9189822916494,2.84878622266994,2.99000274185511,2.74075134247291,2.89787078082603,3.49534375585651
Zfp251,3.38748071118332,3.71005642053791,11.0856719978429,9.49854859853793,9.08927269946753,8.87256402386379,11.1358242855965,11.2994315101202
Zfp26,3.00917771157708,2.59813766032629,5.40915918772606,5.94509891315094,5.15063629752153,5.18709757609011,1.65346534165674,2.60603414699217
Zfp260,7.53164143755294,7.55233021093695,16.1439224831871,17.4992098238941,16.454107392093,17.2923819998167,15.4846361914274,20.9496253079001
