GENE,NCBI GeneID
Lrsam1,227738
Lrtm2,211187
Lrwd1,71735
Lsg1,224092
Lsm1,67207
Lsm10,116748
Lsm11,72290
Lsm12,268490
Lsm14a,67070
Lsm2,27756
Lsm3,67678
Lsm4,50783
Lsm5,66373
Lsm6,78651
Lsm7,66094
Lsmem1,380755
Lsmem2,434436
Lsp1,16985
Lsr,54135
Lss,16987
Lst1,16988
Lta4h,16993
Ltb,16994
Ltb4r1,16995
Ltb4r2,57260
Ltbp1,268977
Ltbp3,16998
Ltbp4,108075
Ltbr,17000
Ltc4s,17001
Ltk,17005
Ltn1,78913
Ltv1,353258
Luc7l,66978
Luc7l2,192196
Luc7l3,67684
Lum,17022
Lurap1,68075
Lurap1l,52829
Luzp1,269593
Lxn,17035
Ly6e,17069
Ly6g5b,266614
Ly6g5c,114652
Ly6g6d,114654
Ly6g6e,70274
Ly6h,23934
Ly75,17076
Ly96,17087
Lyar,17089
Lyl1,17095
Lyn,17096
Lynx1,23936
Lypd1,72585
Lypd2,68311
Lypd6,320343
Lypla1,18777
Lypla2,26394
Lyplal1,226791
Lyrm1,73919
Lyrm2,108755
Lyrm4,380840
Lyrm7,75530
Lyrm9,66274
Lysmd1,217779
Lysmd2,70082
Lysmd3,80289
Lysmd4,75099
Lyst,17101
Lzic,69151
Lztfl1,93730
Lztr1,66863
Lzts1,211134
Lzts3,241638
M1ap,110958
M6pr,17113
Maats1,0
Mab21l2,23937
Mab21l3,242125
Mab21l4,71874
Macf1,11426
Macir,52392
Maco1,66146
Macrod1,107227
Macrod2,72899
Macroh2a1,26914
Macroh2a2,404634
Macroh2a3,67552
Mad1l1,17120
Mad2l1,56150
Mad2l1bp,66591
Mad2l2,71890
Madcam1,17123
Madd,228355
Maea,59003
Mael,98558
Maf,17132
Maf1,68877
Mafa,378435
Mafb,16658
Maff,17133
Mafk,17135
Mageb16,71967
Mageb16-ps1,100039436
Maged1,94275
Maged2,80884
Magee1,107528
Magee2,272790
Magef1,76222
Mageh1,75625
Magel2,27385
Magi1,14924
Magi2,50791
Magi3,99470
Magoh,17149
Magohb,66441
Magt1,67075
Maip1,68115
Mak,17152
Mak16,67920
Mal2,105853
Malat1,72289
Malsu1,75593
Malt1,240354
Mamdc2,71738
Mamdc4,381352
Maml1,103806
Maml2,270118
Maml3,433586
Mamld1,333639
Mamstr,74490
Man1a,17155
Man1a2,17156
Man1b1,227619
Man1c1,230815
Man2a1,17158
Man2a2,140481
Man2b1,17159
Man2b2,17160
Man2c1,73744
Man2c1os,76794
Manba,110173
Manbal,69161
Manea,242362
Maneal,215090
Manf,74840
Mansc1,67729
Mansc4,545893
Maoa,17161
Maob,109731
Map10,74393
Map11,0
Map1a,17754
Map1b,17755
Map1lc3a,66734
Map1lc3b,67443
Map1s,270058
Map2,17756
Map2k2,26396
Map2k3,26397
Map2k3os,24082
Map2k4,26398
Map2k5,23938
Map2k6,26399
Map2k7,26400
Map3k1,26401
Map3k10,269881
Map3k11,26403
Map3k12,26404
Map3k13,71751
Map3k14,53859
Map3k15,270672
Map3k19,22625
Map3k2,26405
Map3k20,65964
Map3k21,234878
Map3k3,26406
Map3k4,26407
Map3k5,26408
Map3k6,53608
Map3k7,26409
Map3k8,26410
Map3k9,338372
Map4,17758
Map4k1,26411
Map4k2,26412
Map4k3,225028
Map4k4,26921
Map4k5,399510
Map6,17760
Map6d1,208158
Map7,17761
Map7d1,245877
Map7d2,78283
Map7d3,320923
Map9,213582
Mapk1,26413
Mapk11,19094
Mapk12,29857
Mapk13,26415
Mapk14,26416
Mapk15,332110
Mapk1ip1,69546
Mapk1ip1l,218975
Mapk3,26417
Mapk4,225724
Mapk6,50772
Mapk7,23939
Mapk8,26419
Mapk8ip1,19099
Mapk8ip2,60597
Mapk8ip3,30957
Mapk9,26420
Mapkap1,227743
Mapkapk2,17164
Mapkapk3,102626
Mapkapk5,17165
Mapkbp1,26390
Mapre1,13589
Mapre2,212307
Mapre3,100732
Mapt,17762
Marchf10,632687
Marchf2,224703
Marchf3,320253
Marchf4,381270
Marchf5,69104
Marchf6,223455
Marchf7,57438
Marchf8,71779
Marchf9,216438
Marcks,17118
Marcksl1,17357
Marcksl1-ps4,111002
Marf1,223989
Mark1,226778
Mark2,13728
Mark3,17169
Mark4,232944
Mars1,216443
Mars2,212679
Marveld1,277010
Marveld2,218518
Marveld3,73608
Mas1,17171
Masp1,17174
Masp2,17175
Mast1,56527
Mast2,17776
Mast3,546071
Mast4,328329
Mastl,67121
Mat2a,232087
Mat2b,108645
Matk,17179
Matn1,17180
Matn2,17181
Matn3,17182
Matn4,17183
Matr3,17184
Mau2,74549
Mavs,228607
Max,17187
Maz,17188
Mb,17189
Mb21d2,239796
Mbd1,17190
Mbd2,17191
Mbd3,17192
Mbd4,17193
Mbd5,109241
Mbd6,110962
Mbip,217588
Mblac1,330216
Mblac2,72852
Mbnl1,56758
Mbnl2,105559
Mbnl3,171170
Mboat1,218121
Mboat2,67216
Mboat7,77582
Mbp,17196
Mbtd1,103537
Mbtps1,56453
Mbtps2,270669
Mc5r,17203
Mcam,84004
Mcat,223722
Mcc,328949
Mccc1,72039
Mccc2,78038
Mcee,73724
Mcf2,109904
Mcf2l,17207
Mcfd2,193813
Mcidas,622408
Mcl1,17210
Mcm10,70024
Mcm2,17216
Mcm3,17215
Mcm3ap,54387
Mcm4,17217
Mcm5,17218
Mcm6,17219
Mcm7,17220
Mcm8,66634
Mcm9,71567
Mcmbp,210711
Mcmdc2,240697
Mcoln1,94178
Mcoln3,171166
Mcph1,244329
Mcrip2,68241
Mcrs1,51812
Mctp2,244049
Mcts1,68995
Mcts2,66405
Mcu,215999
Mcub,66815
Mcur1,76137
Mdc1,240087
Mdfi,17240
Mdfic,16543
Mdga1,74762
Mdh1,17449
Mdh2,17448
Mdk,17242
Mdm1,17245
Mdm2,17246
Mdm4,17248
Mdn1,100019
Mdp1,67881
Mdrl,69591
Me1,17436
Me2,107029
Me3,109264
Mea1,17256
Meaf6,70088
Meak7,74347
Mecom,14013
Mecp2,17257
Mecr,26922
Med1,19014
Med10,28077
Med11,66172
Med12,59024
Med12l,329650
Med13,327987
Med13l,76199
Med14,26896
Med15,94112
Med16,216154
Med17,234959
Med18,67219
Med19,381379
Med20,56771
Med21,108098
Med22,20933
Med23,70208
Med24,23989
Med25,75613
Med26,70625
Med27,68975
Med28,66999
Med29,67224
Med30,69790
Med31,67279
Med4,67381
Med6,69792
Med7,66213
Med8,80509
Med9,192191
Med9os,100504121
Mef2a,17258
Mef2c,17260
Mef2d,17261
Meg3,17263
Megf10,70417
Megf11,214058
Megf6,230971
Megf8,269878
Megf9,230316
Mei4,75033
Meioc,268491
Meis1,17268
Meis2,17536
Meis3,17537
Melk,17279
Memo1,76890
Men1,17283
Meox1,17285
Mep1b,17288
Mepce,231803
Mertk,17289
Mesd,67943
Mesp1,17292
Mesp2,17293
Mest,17294
Met,17295
Metap1,75624
Metap1d,66559
Metap2,56307
Metrn,70083
Metrnl,210029
Mettl1,17299
Mettl14,210529
Mettl15,76894
Mettl16,67493
Mettl17,52535
Mettl18,69962
Mettl2,52686
Mettl21a,67099
Mettl21e,403183
Mettl22,239706
Mettl23,74319
Mettl24,327747
Mettl25,216292
Mettl26,68347
Mettl27,79565
Mettl3,56335
Mettl4,76781
Mettl5,75422
Mettl6,67011
Mettl7a1,0
Mettl9,59052
Mex3a,72640
Mex3b,108797
Mex3c,240396
Mex3d,237400
Mexis,381524
Mfap2,17150
Mfap3,216760
Mfap3l,71306
Mfap4,76293
Mfap5,50530
Mff,75734
Mfge8,17304
Mfhas1,52065
Mfn1,67414
Mfn2,170731
Mfng,17305
Mfsd1,66868
Mfsd10,68294
Mfsd11,69900
Mfsd12,73822
Mfsd13a,75146
Mfsd14a,15247
Mfsd14b,66631
Mfsd2a,76574
Mfsd2b,432628
Mfsd3,69572
Mfsd4a,213006
Mfsd4b1,215929
Mfsd4b4,213332
Mfsd4b5,215928
Mfsd5,106073
Mfsd6,98682
Mfsd8,72175
Mfsd9,211798
Mga,29808
Mgarp,67749
Mgat1,17308
Mgat2,217664
Mgat3,17309
Mgat4a,269181
Mgat4b,103534
Mgat4e,71001
Mgat5,107895
Mgat5b,268510
Mgl2,216864
Mgll,23945
Mgme1,74528
Mgmt,17314
Mgp,17313
Mgrn1,17237
Mgst1,56615
Mgst2,211666
Mgst3,66447
Mhrt,791403
Mia,12587
Mia2,338320
Mia3,338366
Miat,330166
Mib1,225164
Mib2,76580
Mical1,171580
Mical2,320878
Mical3,194401
Micalcl,0
Micall1,27008
Micall2,231830
Micos10,433771
Micos13,224904
Micu1,216001
Micu2,68514
Micu3,78506
Mid1,17318
Mid1ip1,68041
Mid2,23947
Mideas,238317
Midn,59090
Mief2,237781
Mien1,103742
Mier1,71148
Mier2,70427
Mier3,218613
Mif,17319
Miga1,215708
Miga2,108958
Miip,28010
Mindy1,75007
Mindy2,235461
Mindy3,66960
Mindy4,330323
Mink1,50932
Minpp1,17330
Mios,252875
Mip,17339
Mipep,70478
Mipol1,73490
Mis12,67139
Mis18a,66578
Mis18bp1,217653
Misp3,70134
Mitd1,69028
Mitf,17342
Mixl1,27217
Mki67,17345
Mkks,59030
Mkln1,27418
Mkln1os,100503869
Mknk1,17346
Mknk2,17347
Mkrn1,54484
Mkrn2,67027
Mkrn3,22652
Mks1,380718
Mkx,210719
Mlana,77836
Mlec,109154
Mlf1,17349
Mlf2,30853
Mlh1,17350
Mlh3,217716
Mlip,69642
Mllt1,64144
Mllt10,17354
Mllt11,56772
Mllt3,70122
Mllt6,246198
Mlph,171531
Mlst8,56716
Mlx,21428
Mlxip,208104
Mlxipl,58805
Mlycd,56690
Mmaa,109136
Mmab,77697
Mmachc,67096
Mmadhc,109129
Mmd,67468
Mme,17380
Mmel1,27390
Mmgt1,236792
Mmgt2,216829
Mmp11,17385
Mmp14,17387
Mmp15,17388
Mmp16,17389
Mmp17,23948
Mmp2,17390
Mmp23,26561
Mmp25,240047
Mmp28,118453
Mmp9,17395
Mmrn1,70945
Mmrn2,105450
Mms19,72199
Mms22l,212377
Mmut,17850
Mn1,433938
Mnat1,17420
Mnd1,76915
Mnd1-ps,100042415
Mns1,17427
Mnt,17428
Mnx1,15285
Mob1a,232157
Mob1b,68473
Mob2,101513
Mob3a,208228
Mob3b,214944
Mob3c,100465
Mob4,19070
Mobp,17433
Mocos,68591
Mocs1,56738
Mocs2,17434
Mocs3,69372
Mogat2,233549
Mogs,57377
Mok,26448
Mon1a,72825
Mon1b,270096
Mon2,67074
Morc1,17450
Morc2a,74522
Morc3,338467
Morc4,75746
Morf4l1,21761
Morf4l1-ps1,624582
Morf4l1b,627352
Morf4l2,56397
Morn1,76866
Morn2,378462
Morn4,226123
Morrbid,100043424
Mosmo,233812
Mospd1,70380
Mospd2,76763
Mospd3,68929
Mov10,17454
Mov10l1,83456
Moxd1,59012
Mpc1,55951
Mpc2,70456
Mpdu1,24070
Mpdz,17475
Mpg,268395
Mphosph10,67973
Mphosph6,68533
Mphosph8,75339
Mphosph9,269702
Mpi,110119
Mpl,17480
Mplkip,66308
Mpnd,68047
Mpo,17523
Mpp1,17524
Mpp2,50997
Mpp3,13384
Mpp5,0
Mpp6,0
Mpp7,75739
Mppe1,225651
Mpped1,223726
Mpped2,77015
Mprip,26936
Mpst,246221
Mpv17,17527
Mpv17l,93734
Mpv17l2,234384
Mpzl1,68481
Mpzl2,14012
Mpzl3,319742
Mr1,15064
Mras,17532
Mrc1,17533
Mrc2,17534
Mre11a,17535
Mreg,381269
Mrfap1,67568
Mrgbp,73247
Mrgpre,244238
Mri1,67873
Mrm1,217038
Mrm2,68017
Mrm3,67390
Mrnip,68067
Mroh1,223658
Mroh6,223645
Mroh7,381538
Mrpl1,94061
Mrpl10,107732
Mrpl11,66419
Mrpl12,56282
Mrpl13,68537
Mrpl14,68463
Mrpl15,27395
Mrpl16,94063
Mrpl17,27397
Mrpl18,67681
Mrpl19,56284
Mrpl2,27398
Mrpl20,66448
Mrpl21,353242
Mrpl22,216767
Mrpl23,19935
Mrpl24,67707
Mrpl27,94064
Mrpl28,68611
Mrpl3,94062
Mrpl30,107734
Mrpl32,75398
Mrpl33,66845
Mrpl34,94065
Mrpl35,66223
Mrpl36,94066
Mrpl37,56280
Mrpl38,60441
Mrpl39,27393
Mrpl4,66163
Mrpl40,18100
Mrpl41,107733
Mrpl42,67270
Mrpl44,69163
Mrpl45,67036
Mrpl46,67308
Mrpl47,74600
Mrpl48,52443
Mrpl49,18120
Mrpl50,28028
Mrpl51,66493
Mrpl52,68836
Mrpl53,68499
Mrpl54,66047
Mrpl55,67212
Mrpl57,67840
Mrpl58,68572
Mrpl9,78523
Mrps10,64657
Mrps11,67994
Mrps12,24030
Mrps14,64659
Mrps15,66407
Mrps16,66242
Mrps17,66258
Mrps18a,68565
Mrps18b,66973
Mrps18c,68735
Mrps2,118451
Mrps21,66292
Mrps22,64655
Mrps23,64656
Mrps24,64660
Mrps25,64658
Mrps26,99045
Mrps27,218506
Mrps28,66230
Mrps30,59054
Mrps31,57312
Mrps33,14548
Mrps34,79044
Mrps35,232536
Mrps36,66128
Mrps5,77721
Mrps6,121022
Mrps7,50529
Mrps9,69527
Mrrf,67871
Mrtfa,223701
Mrtfb,239719
Mrto4,69902
Mrvi1,0
Ms4a10,69826
Ms4a14,383435
Ms4a4d,66607
Ms4a6c,73656
Ms4a6d,68774
Msantd1,403174
Msantd2,235184
Msantd3,66665
Msc,17681
Msgn1,56184
Msh2,17685
Msh3,17686
Msh5,17687
Msh6,17688
Msi1,17690
Msi2,76626
Msl1,74026
Msl2,77853
Msl3,17692
Msl3l2,73390
Msln,56047
Msmo1,66234
Msn,17698
Msra,110265
Msrb1,27361
Msrb2,76467
Msrb3,320183
Mss51,74843
Mst1,15235
Mst1r,19882
Msto1,229524
Msx1,17701
Msx1os,93895
Msx2,17702
Mt1,17748
Mt2,17750
Mt3,17751
Mt4,17752
Mta1,116870
Mta2,23942
Mta3,116871
Mtap,66902
Mtarc2,67247
Mtbp,105837
Mtch1,56462
Mtch2,56428
Mtcl1,68617
Mtcp1,17763
Mtdh,67154
Mterf1a,545725
Mterf1b,208595
Mterf2,74238
Mterf3,66410
Mterf4,69821
Mtf1,17764
Mtf2,17765
Mtfmt,69606
Mtfp1,67900
Mtfr1,67472
Mtfr1l,76824
Mtfr2,71804
Mtg1,212508
Mthfd1,108156
Mthfd1l,270685
Mthfd2,17768
Mthfd2l,665563
Mthfr,17769
Mthfs,107885
Mthfsd,234814
Mtif2,76784
Mtif3,76366
Mtln,67885
Mtm1,17772
Mtmr1,53332
Mtmr10,233315
Mtmr11,194126
Mtmr12,268783
Mtmr14,97287
Mtmr2,77116
Mtmr3,74302
Mtmr4,170749
Mtmr6,219135
Mtmr7,54384
Mtmr9,210376
Mto1,68291
Mtor,56717
Mtpap,67440
Mtpn,14489
Mtr,238505
Mtres1,67851
Mtrex,72198
Mtrf1,211253
Mtrf1l,108853
Mtrr,210009
Mtss1,211401
Mtss2,244654
Mttp,17777
Mturn,68235
Mtus1,102103
Mtus2,77521
Mtx1,17827
Mtx2,53375
Mtx3,382793
Muc1,17829
Muc2,17831
Muc6,353328
Mul1,68350
Mup6,620807
Mus81,71711
Mustn1,66175
Mutyh,70603
Mvb12a,73711
Mvb12b,72543
Mvd,192156
Mvk,17855
Mvp,78388
Mxd1,17119
Mxd3,17121
Mxd4,17122
Mxi1,17859
Mxra7,67622
Mxra8,74761
Myadm,50918
Myadml2,68515
Myb,17863
Mybbp1a,18432
Mybl1,17864
Mybl2,17865
Mybpc1,109272
Mybpc2,233199
Mybpc3,17868
Mybph,53311
Mybphl,68753
Myc,17869
Mycbp,56309
Mycbp2,105689
Mycbpap,104601
Mycl,16918
Mycn,18109
Myct1,68632
Myd88,17874
Mydgf,28106
Myef2,17876
Myg1,60315
Myh1,17879
Myh10,77579
Myh11,17880
Myh13,544791
Myh14,71960
Myh2,17882
Myh3,17883
Myh4,17884
Myh6,17888
Myh7,140781
Myh7b,668940
Myh8,17885
Myh9,17886
Myl1,17901
Myl12a,67268
Myl12b,67938
Myl2,17906
Myl3,17897
Myl4,17896
Myl6,17904
Myl6b,216459
Myl7,17898
Myl9,98932
Mylip,218203
Mylk,107589
Mylk3,213435
Mylpf,17907
Mymx,653016
Mynn,80732
Myo10,17909
Myo15b,217328
Myo18a,360013
Myo18b,74376
Myo19,66196
Myo1a,432516
Myo1b,17912
Myo1c,17913
Myo1d,338367
Myo1e,71602
Myo1f,17916
Myo1g,246177
Myo1h,231646
Myo5a,17918
Myo5b,17919
Myo5c,208943
Myo6,17920
Myo7a,17921
Myo9a,270163
Myo9b,17925
Myocd,214384
Myof,226101
Myom1,17929
Myom2,17930
Myoparr,114004354
Myorg,329828
Myoz1,59011
Myoz2,59006
Mypn,68802
Mypop,232934
Myrf,225908
Mysm1,320713
Myzap,102371
Mzf1,109889
Mzt1,76789
Mzt2,72083
N4bp1,80750
N4bp2,333789
N4bp2l1,100637
N4bp2l2,381695
N4bp3,212706
N6amt1,67768
Naa10,56292
Naa11,97243
Naa15,74838
Naa16,66897
Naa20,67877
Naa25,231713
Naa30,70646
Naa35,78689
Naa38,78304
Naa40,70999
Naa50,72117
Naa60,74763
Naa80,56441
Naaa,67111
Naalad2,72560
Naaladl1,381204
Nab1,17936
Nab2,17937
Nabp1,109019
Nabp2,69917
Naca,17938
Nacad,192950
Nacc1,66830
Nacc2,67991
Nadk,192185
Nadk2,68646
Nadsyn1,78914
Nae1,234664
Naf1,234344
Nagk,56174
Naglu,27419
Nagpa,27426
Nags,217214
Naip2,17948
Naip5,17951
Nampt,59027
Nanog,71950
Nanos1,332397
Nanos3,244551
Nans,94181
Nap1l1,53605
Nap1l2,17954
Nap1l3,54561
Nap1l4,17955
Napa,108124
Napb,17957
Napepld,242864
Napg,108123
Naprt,223646
Napsa,16541
Narf,67608
Nars,0
Nars2,244141
Nasp,50927
Nat10,98956
Nat14,269854
Nat2,17961
Nat8f1,66116
Nat8f4,75541
Nat8l,269642
Nat9,66176
Natd1,24083
Nav1,215690
Nav2,78286
Naxd,69225
Nbas,71169
Nbdy,70123
Nbea,26422
Nbeal1,269198
Nbeal2,235627
Nbl1,17965
Nbn,27354
Nbr1,17966
Ncald,52589
Ncam1,17967
Ncan,13004
Ncapd2,68298
Ncapd3,78658
Ncapg,54392
Ncapg2,76044
Ncaph,215387
Ncaph2,52683
Ncbp1,433702
Ncbp2,68092
Ncbp3,66874
Nccrp1,233038
Ncdn,26562
Nceh1,320024
Ncf1,17969
Ncf2,17970
Nck1,17973
Nck2,17974
Nckap1,50884
Nckap1l,105855
Nckap5l,380969
Nckipsd,80987
Ncl,17975
Ncln,103425
Ncmap,230822
Ncoa1,17977
Ncoa2,17978
Ncoa3,17979
Ncoa4,27057
Ncoa5,228869
Ncoa6,56406
Ncoa7,211329
Ncor1,20185
Ncor2,20602
Ncs1,14299
Ncstn,59287
Ndc1,72787
Ndc80,67052
Nde1,67203
Ndel1,83431
Ndfip1,65113
Ndfip2,76273
Ndn,17984
Ndnf,68169
Ndor1,78797
Ndrg1,17988
Ndrg2,29811
Ndrg3,29812
Ndrg4,234593
Ndst1,15531
Ndst2,17423
Ndufa1,54405
Ndufa10,67273
Ndufa11,69875
Ndufa11b,239760
Ndufa12,66414
Ndufa13,67184
Ndufa2,17991
Ndufa3,66091
Ndufa4,17992
Ndufa4l2,407790
Ndufa5,68202
Ndufa7,66416
Ndufa8,68375
Ndufa9,66108
Ndufab1,70316
Ndufaf1,69702
Ndufaf2,75597
Ndufaf3,66706
Ndufaf4,68493
Ndufaf5,69487
Ndufaf6,76947
Ndufaf7,73694
Ndufaf8,208501
Ndufb1,102631912
Ndufb10,68342
Ndufb11,104130
Ndufb2,68198
Ndufb3,66495
Ndufb4,68194
Ndufb4c,100041273
Ndufb5,66046
Ndufb6,230075
Ndufb7,66916
Ndufb8,67264
Ndufb9,66218
Ndufc1,66377
Ndufc2,68197
Ndufs1,227197
Ndufs2,226646
Ndufs3,68349
Ndufs4,17993
Ndufs5-ps,170658
Ndufs6,407785
Ndufs7,75406
Ndufs8,225887
Ndufv1,17995
Ndufv2,72900
Ndufv3,78330
Neat1,66961
Nebl,74103
Necab1,69352
Necab2,117148
Necab3,56846
Necap1,67602
Necap2,66147
Nectin1,58235
Nectin2,19294
Nectin3,58998
Nectin4,71740
Nedd1,17997
Nedd4,17999
Nedd4l,83814
Nedd8,18002
Nedd9,18003
Nefh,380684
Nefl,18039
Nefm,18040
Neil1,72774
Neil2,382913
Neil3,234258
Nek1,18004
Nek2,18005
Nek3,23954
Nek4,23955
Nek6,59126
Nek7,59125
Nek8,140859
Nek9,217718
Nelfa,24116
Nelfb,58202
Nelfcd,57314
Nelfe,27632
Nell1,338352
Nell2,54003
Nemf,66244
Nemp1,210035
Nemp2,227094
Nenf,66208
Neo1,18007
Nepn,66650
Nes,18008
Net1,56349
Neto2,74513
Neu1,18010
Neu3,50877
Neurl1a,18011
Neurl1b,240055
Neurl2,415115
Neurl3,214854
Neurl4,216860
Neurod1,18012
Neurog3,11925
Nexmif,245555
Nexn,68810
Nf1,18015
Nf2,18016
Nfam1,74039
Nfasc,269116
Nfat5,54446
Nfatc1,18018
Nfatc2,18019
Nfatc2ip,18020
Nfatc3,18021
Nfatc4,73181
Nfe2,18022
Nfe2l1,18023
Nfe2l2,18024
Nfe2l3,18025
Nfia,18027
Nfib,18028
Nfic,18029
Nfil3,18030
Nfix,18032
Nfkb1,18033
Nfkb2,18034
Nfkbia,18035
Nfkbib,18036
Nfkbid,243910
Nfkbie,18037
Nfkbil1,18038
Nfkbiz,80859
Nfrkb,235134
Nfs1,18041
Nfu1,56748
Nfx1,74164
Nfxl1,100978
Nfya,18044
Nfyb,18045
Nfyc,18046
Ngdn,68966
Ngef,53972
Ngf,18049
Ngfr,18053
Ngly1,59007
Ngrn,83485
Nhej1,75570
Nhlrc1,105193
Nhlrc2,66866
Nhlrc3,212114
Nhp2,52530
Nhs,195727
Nhsl1,215819
Nhsl2,100042480
Niban1,63913
Niban2,227737
Niban3,100037278
Nicn1,66257
Nid1,18073
Nid2,18074
Nif3l1,65102
Nifk,67949
Nim1k,245269
Nin,18080
Ninj1,18081
Ninj2,29862
Ninl,78177
Nip7,66164
Nipa1,233280
Nipa2,93790
Nipal3,74552
Nipal4,214112
Nipbl,71175
Nipsnap1,18082
Nipsnap2,14467
Nipsnap3b,66536
Nisch,64652
Nit1,27045
Nit2,52633
Nkain1,67149
Nkain4,58237
Nkap,67050
Nkapd1,270156
Nkapl,66707
Nkd1,93960
Nkd2,72293
Nkiras1,69721
Nkiras2,71966
Nkpd1,69547
Nkrf,77286
Nktr,18087
Nkx1-2,20231
Nkx2-3,18089
Nkx2-5,18091
Nkx2-6,18092
Nkx2-9,18094
Nkx3-1,18095
Nkx6-2,14912
Nkx6-3,74561
Nle1,217011
Nlgn2,216856
Nlgn3,245537
Nlk,18099
Nln,75805
Nlrc3,268857
Nlrc4,268973
Nlrp14,76858
Nlrp1a,195046
Nlrp4a,243880
Nlrp4c,83564
Nlrp9b,243874
Nlrx1,270151
Nmb,68039
Nmd3,97112
Nme1,18102
Nme2,18103
Nme3,79059
Nme4,56520
Nme5,75533
Nme6,54369
Nme7,171567
Nmi,64685
Nmnat1,66454
Nmnat2,226518
Nmnat3,74080
Nmral1,67824
Nmrk1,225994
Nmrk2,69564
Nmt2,18108
Nnat,18111
Nnt,18115
Noa1,56412
Nob1,67619
Noc2l,57741
Noc3l,57753
Noc4l,100608
Noct,12457
Nod1,107607
Nod2,257632
Nodal,18119
Nog,18121
Nol10,217431
Nol12,97961
Nol3,78688
Nol4l,329540
Nol6,230082
Nol7,70078
Nol8,70930
Nol9,74035
Nolc1,70769
Nom1,433864
Nomo1,211548
Nono,53610
Nop10,66181
Nop14,75416
Nop16,28126
Nop2,110109
Nop53,68077
Nop56,67134
Nop58,55989
Nop9,67842
Norad,347740
Nos1,18125
Nos1ap,70729
Nos3,18127
Nosip,66394
Notch1,18128
Notch2,18129
Notch3,18131
Notch4,18132
Noto,384452
Notum,77583
Nova1,664883
Nova2,384569
Nox4,50490
Noxo1,71893
Noxred1,71275
Npas2,18143
Npas4,225872
Npat,244879
Npbwr1,226304
Npc1,18145
Npc1l1,237636
Npc2,67963
Npdc1,18146
Npepl1,228961
Npepps,19155
Npff,54615
Npffr1,237362
Nphp1,53885
Nphp3,74025
Nphp4,260305
Nphs1,54631
Nphs1os,445267
Npl,74091
Nploc4,217365
Npm1,18148
Npm2,328440
Npm3,18150
Npm3-ps1,108176
Npnt,114249
Nppa,230899
Nppb,18158
Npr1,18160
Npr2,230103
Npr3,18162
Nprl2,56032
Nprl3,17168
Nptn,20320
Nptx1,18164
Nptx2,53324
Npvf,60531
Npw,381073
Npy,109648
Nqo1,18104
Nqo2,18105
Nr0b1,11614
Nr0b2,23957
Nr1d1,217166
Nr1d2,353187
Nr1h2,22260
Nr1h3,22259
Nr1h5,381463
Nr2c1,22025
Nr2c2,22026
Nr2c2ap,75692
Nr2f1,13865
Nr2f2,11819
Nr2f6,13864
Nr3c1,14815
Nr4a1,15370
Nr4a2,18227
Nr4a3,18124
Nr5a2,26424
Nr6a1,14536
Nradd,67169
Nrap,18175
Nrarp,67122
Nras,18176
Nrbf2,641340
Nrbp1,192292
Nrbp2,223649
Nrcam,319504
Nrd1,0
Nrde2,217827
Nrep,27528
Nrf1,18181
Nrg1,211323
Nrg4,83961
Nrgn,64011
Nrip1,268903
Nrip2,60345
Nrk,27206
Nrm,106582
Nrn1,68404
Nrn1l,234700
Nrp,654309
Nrp1,18186
Nrp2,18187
Nrros,224109
Nrsn1,22360
Nrsn2,228777
Nrtn,18188
Nrxn2,18190
Nsa2,59050
Nsd1,18193
Nsd2,107823
Nsd3,234135
Nsdhl,18194
Nsf,18195
Nsg1,18196
Nsg2,18197
Nsl1,381318
Nsmaf,18201
Nsmce1,67711
Nsmce2,68501
Nsmce3,66647
Nsmce4a,67872
Nsmf,56876
Nsrp1,237859
Nsun2,28114
Nsun3,106338
Nsun4,72181
Nsun5,100609
Nsun6,74455
Nt5c,50773
Nt5c2,76952
Nt5c3,107569
Nt5c3b,68106
Nt5dc1,319638
Nt5dc2,70021
Nt5dc3,103466
Nt5e,23959
Nt5m,103850
Ntan1,18203
Ntf3,18205
Ntf5,78405
Nthl1,18207
Ntm,235106
Ntmt1,66617
Ntn1,18208
Ntn3,18209
Ntn4,57764
Ntng2,171171
Ntpcr,66566
Ntrk1,18211
Ntrk2,18212
Ntrk3,18213
Ntsr1,18216
Nuak2,74137
Nub1,53312
Nubp1,26425
Nubp2,26426
Nubpl,76826
Nucb1,18220
Nucb2,53322
Nucks1,98415
Nudc,18221
Nudcd1,67429
Nudcd2,52653
Nudcd3,209586
Nudt1,17766
Nudt10,102954
Nudt11,58242
Nudt12,67993
Nudt13,67725
Nudt14,66174
Nudt15,214254
Nudt16,75686
Nudt16l1,66911
Nudt17,78373
Nudt18,213484
Nudt19,110959
Nudt2,66401
Nudt21,68219
Nudt22,68323
Nudt3,56409
Nudt4,71207
Nudt5,53893
Nudt6,229228
Nudt7,67528
Nudt8,66387
Nudt9,74167
Nuf2,66977
Nufip1,27275
Nufip2,68564
Numa1,101706
Numb,18222
Numbl,18223
Nup107,103468
Nup133,234865
Nup153,218210
Nup155,170762
Nup160,59015
Nup188,227699
Nup205,70699
Nup210,54563
Nup210l,77595
Nup214,227720
Nup35,69482
Nup37,69736
Nup43,69912
Nup50,18141
Nup54,269113
Nup62,18226
Nup62cl,279706
Nup85,445007
Nup88,19069
Nup93,71805
Nup98,269966
Nupl1,0
Nupl2,0
Nupr1,56312
