GENE,NCBI GeneID
Dcaf11,28199
Dcaf12,68970
Dcaf12l1,245404
Dcaf12l2,245403
Dcaf13,223499
Dcaf15,212123
Dcaf4,73828
Dcaf6,74106
Dcaf8,98193
Dcbld1,66686
Dcbld2,73379
Dcdc2b,100504491
Dcdc2c,68511
Dchs1,233651
Dck,13178
Dclk1,13175
Dclk2,70762
Dclk3,245038
Dclre1a,55947
Dclre1b,140917
Dclre1c,227525
Dcp1a,75901
Dcp1b,319618
Dcps,69305
Dcst2,329702
Dctd,320685
Dctn1,13191
Dctn2,69654
Dctn3,53598
Dctn5,59288
Dctn6,22428
Dctpp1,66422
Dcun1d1,114893
Dcun1d2,102323
Dcun1d3,233805
Dcun1d4,100737
Dcun1d5,76863
Dcxr,67880
Dda1,66498
Ddah1,69219
Ddah2,51793
Ddb1,13194
Ddb2,107986
Ddc,13195
Ddhd1,114874
Ddhd2,72108
Ddi2,68817
Ddias,74041
Ddit3,13198
Ddit4,74747
Ddit4l,73284
Ddn,13199
Ddo,70503
Ddost,13200
Ddr1,12305
Ddr2,18214
Ddrgk1,77006
Ddt,13202
Ddx1,104721
Ddx10,77591
Ddx11,320209
Ddx17,67040
Ddx18,66942
Ddx19a,13680
Ddx19b,234733
Ddx20,53975
Ddx21,56200
Ddx23,74351
Ddx24,27225
Ddx25,30959
Ddx27,228889
Ddx28,71986
Ddx31,227674
Ddx39a,68278
Ddx39b,53817
Ddx3x,13205
Ddx4,13206
Ddx41,72935
Ddx42,72047
Ddx43,100048658
Ddx46,212880
Ddx47,67755
Ddx49,234374
Ddx5,13207
Ddx50,94213
Ddx51,69663
Ddx52,78394
Ddx54,71990
Ddx55,67848
Ddx56,52513
Ddx58,0
Ddx59,67997
Ddx6,13209
Deaf1,54006
Decr1,67460
Decr2,26378
Dedd,21945
Dedd2,67379
Def6,23853
Def8,23854
Defb25,654459
Degs1,13244
Degs2,70059
Dek,110052
Dele1,66839
Denn2b,0
Dennd10,67894
Dennd11,243780
Dennd1a,227801
Dennd1b,329260
Dennd2a,209773
Dennd2c,329727
Dennd2d,72121
Dennd3,105841
Dennd4a,102442
Dennd4b,229541
Dennd4c,329877
Dennd5a,19347
Dennd5b,320560
Dennd6a,211922
Dennd6b,69440
Denr,68184
Depdc1a,76131
Depdc1b,218581
Depdc5,277854
Depdc7,211896
Depp1,213393
Deptor,97998
Dera,232449
Derl2,116891
Derl3,70377
Des,13346
Desi1,28075
Desi2,78825
Det1,76375
Dexi,58239
Dffa,13347
Dffb,13368
Dgat1,13350
Dgat2,67800
Dgcr2,13356
Dgcr6,13353
Dgcr8,94223
Dgka,13139
Dgkd,227333
Dgke,56077
Dgkeos,414094
Dgkg,110197
Dgkh,380921
Dgkk,331374
Dgkq,110524
Dgkz,104418
Dguok,27369
Dhcr24,74754
Dhcr7,13360
Dhdds,67422
Dhdh,71755
Dhfr,13361
Dhodh,56749
Dhps,330817
Dhrs1,52585
Dhrs11,192970
Dhrs13,70451
Dhrs3,20148
Dhrs4,28200
Dhrs7,66375
Dhrs7b,216820
Dhtkd1,209692
Dhx15,13204
Dhx16,69192
Dhx29,218629
Dhx30,72831
Dhx32,101437
Dhx33,216877
Dhx34,71723
Dhx35,71715
Dhx36,72162
Dhx37,208144
Dhx38,64340
Dhx40,67487
Dhx57,106794
Dhx58,80861
Dhx9,13211
Diablo,66593
Diaph1,13367
Diaph2,54004
Diaph3,56419
Dicer1,192119
Dido1,23856
Dimt1,66254
Dio3,107585
Dip2a,64451
Dip2b,239667
Dip2c,208440
Dipk1a,67266
Dipk1b,56279
Dipk1c,240479
Dipk2a,68861
Diras1,208666
Diras2,68203
Dis3,72662
Dis3l,213550
Dis3l2,208718
Disc1,244667
Disp1,68897
Dixdc1,330938
Dkc1,245474
Dkk1,13380
Dkk3,50781
Dkkl1,50722
Dlat,235339
Dlc1,50768
Dld,13382
Dleu2,668253
Dleu7,239133
Dlg1,13383
Dlg3,53310
Dlg4,13385
Dlg5,71228
Dlgap3,242667
Dlgap4,228836
Dlgap5,218977
Dlk1,13386
Dlk2,106565
Dll1,13388
Dll3,13389
Dll4,54485
Dlst,78920
Dlx3,13393
Dmac1,66928
Dmac2,66349
Dmac2l,68055
Dmap1,66233
Dmbx1,140477
Dmc1,13404
Dmd,13405
Dmkn,73712
Dmpk,13400
Dmrt1,50796
Dmrt2,226049
Dmrt3,240590
Dmrta1,242523
Dmrta2,242620
Dmrtb1,56296
Dmtf1,23857
Dmtn,13829
Dmwd,13401
Dmxl1,240283
Dmxl2,235380
Dna2,327762
Dnaaf2,109065
Dnaaf3,436022
Dnaaf5,433956
Dnah1,110084
Dnah11,13411
Dnah2,327954
Dnah6,330355
Dnah8,13417
Dnaic1,0
Dnaic2,0
Dnaja1,15502
Dnaja2,56445
Dnaja3,83945
Dnaja4,58233
Dnajb1,81489
Dnajb11,67838
Dnajb13,69387
Dnajb14,70604
Dnajb2,56812
Dnajb3,15504
Dnajb4,67035
Dnajb5,56323
Dnajb6,23950
Dnajb9,27362
Dnajc1,13418
Dnajc10,66861
Dnajc11,230935
Dnajc12,30045
Dnajc13,235567
Dnajc14,74330
Dnajc15,66148
Dnajc16,214063
Dnajc17,69408
Dnajc18,76594
Dnajc19,67713
Dnajc2,22791
Dnajc21,78244
Dnajc22,72778
Dnajc24,99349
Dnajc25,72429
Dnajc27,217378
Dnajc28,246738
Dnajc3,100037258
Dnajc30,66114
Dnajc4,57431
Dnajc5,13002
Dnajc6,72685
Dnajc7,56354
Dnajc8,68598
Dnajc9,108671
Dnal1,105000
Dnase1,13419
Dnase1l1,69537
Dnase1l2,66705
Dnase2a,13423
Dnd1,213236
Dner,227325
Dnm1,13429
Dnm1l,74006
Dnm2,13430
Dnm3os,474332
Dnmbp,71972
Dnmt1,13433
Dnmt3a,13435
Dnmt3b,13436
Dnmt3l,54427
Dnpep,13437
Dnph1,381101
Dnttip1,76233
Dnttip2,99480
Doc2a,13446
Doc2b,13447
Doc2g,60425
Dock1,330662
Dock11,75974
Dock2,94176
Dock3,208869
Dock4,238130
Dock5,68813
Dock6,319899
Dock7,67299
Dock8,76088
Dock9,105445
Dohh,102115
Dok1,13448
Dok2,13449
Dok3,27261
Dok4,114255
Dok5,76829
Dok7,231134
Dolk,227697
Dolpp1,57170
Donson,60364
Dop1a,320615
Dop1b,70028
Dot1l,208266
Dpcd,226162
Dpep1,13479
Dpf1,29861
Dpf2,19708
Dpf3,70127
Dph1,116905
Dph2,67728
Dph3,105638
Dph5,69740
Dph6,66632
Dph7,67228
Dpm2,13481
Dpm3,68563
Dpp3,75221
Dpp4,13482
Dpp6,13483
Dpp7,83768
Dpp8,74388
Dpp9,224897
Dppa2,73703
Dppa3,73708
Dppa4,73693
Dppa5a,434423
Dpy19l1,244745
Dpy19l3,233115
Dpy19l4,381510
Dpy30,66310
Dpyd,99586
Dpys,64705
Dpysl2,12934
Dpysl3,22240
Dpysl4,26757
Dpysl5,65254
Dqx1,93838
Dr1,13486
Dram2,67171
Drap1,66556
Draxin,70433
Drc1,381738
Drc3,74665
Drg1,13494
Drg2,13495
Drosha,14000
Dsc2,13506
Dscc1,72107
Dse,212898
Dsel,319901
Dsg2,13511
Dsn1,66934
Dsp,109620
Dst,13518
Dstn,56431
Dstyk,213452
Dtd1,66044
Dtd2,328092
Dtl,76843
Dtna,13527
Dtnb,13528
Dtnbp1,94245
Dtwd1,69185
Dtwd2,68857
Dtx1,14357
Dtx2,74198
Dtx3,80904
Dtx3l,209200
Dtx4,207521
Dtymk,21915
Dubr,68190
Dus1l,68730
Dus2,66369
Dus3l,224907
Dus4l,71916
Dusp1,19252
Dusp10,63953
Dusp11,72102
Dusp12,80915
Dusp14,56405
Dusp16,70686
Dusp18,75219
Dusp19,68082
Dusp2,13537
Dusp22,105352
Dusp23,68440
Dusp26,66959
Dusp27,0
Dusp28,67446
Dusp3,72349
Dusp4,319520
Dusp6,67603
Dusp7,235584
Dusp8,18218
Dusp9,75590
Dut,110074
Dvl1,13542
Dvl2,13543
Dvl3,13544
Dxo,112403
Dym,69190
Dync1h1,13424
Dync1i2,13427
Dync1li1,235661
Dync1li2,234663
Dync2h1,110350
Dync2li1,213575
Dynll1,56455
Dynll2,68097
Dynlt3,67117
Dyrk1a,13548
Dyrk1b,13549
Dyrk2,69181
Dyrk3,226419
Dysf,26903
Dzank1,241688
Dzip1,66573
Dzip1l,72507
Dzip3,224170
E030011O05Rik,319859
E130006D01Rik,269683
E130102H24Rik,77866
E130112N10Rik,78668
E130201H02Rik,78552
E130218I03Rik,0
E130304I02Rik,78547
E130307A14Rik,327744
E130308A19Rik,230259
E130309D02Rik,0
E130311K13Rik,329659
E130317F20Rik,414101
E230013L22Rik,102132
E230016K23Rik,100504464
E230016M11Rik,320172
E2f1,13555
E2f2,242705
E2f3,13557
E2f4,104394
E2f5,13559
E2f6,50496
E2f7,52679
E2f8,108961
E330020D12Rik,626058
E330023G01Rik,331011
E330033B04Rik,319722
E430018J23Rik,0
E4f1,13560
E530001F21Rik,279610
E530011L22Rik,320301
Eaf1,74427
Eaf2,106389
Eapp,66266
Ears2,67417
Ebag9,55960
Ebf1,13591
Ebf3,13593
Ebf4,228598
Ebna1bp2,69072
Ebp,13595
Ebpl,68177
Ecd,70601
Ece1,230857
Ech1,51798
Echdc1,52665
Echdc2,52430
Echdc3,67856
Echs1,93747
Eci1,13177
Eci2,23986
Eci3,69123
Ecm1,13601
Ecm2,407800
Ecpas,230249
Ecscr,68545
Ecsit,26940
Ect2,13605
Eda,13607
Eda2r,245527
Edc3,353190
Edc4,234699
Edem1,192193
Edem2,108687
Edem3,66967
Edf1,59022
Edil3,13612
Edn1,13614
Edn3,13616
Ednra,13617
Ednrb,13618
Edrf1,214764
Eea1,216238
Eed,13626
Eef1a1,13627
Eef1a2,13628
Eef1akmt1,68043
Eef1akmt2,72096
Eef1akmt3,100504608
Eef1akmt4,110599566
Eef1aknmt,0
Eef1b2,55949
Eef1d,66656
Eef1g,67160
Eef2k,13631
Eef2kmt,70511
Eefsec,65967
Eepd1,67484
Efcab1,0
Efcab11,78767
Efcab12,212516
Efcab14,230648
Efcab15,69441
Efcab2,68226
Efcab7,230500
Efcab8,100504221
Efcc1,58229
Efemp1,216616
Efemp2,58859
Efhc1,71877
Efhc2,74405
Efhd1,98363
Efhd2,27984
Efl1,101592
Efna1,13636
Efna2,13637
Efna3,13638
Efna4,13639
Efna5,13640
Efnb1,13641
Efnb2,13642
Efnb3,13643
Efr3a,76740
Efr3b,668212
Efs,13644
Eftud2,20624
Egfl6,54156
Egfl7,353156
Egfl8,81701
Egflam,268780
Egfr,13649
Egln1,112405
Egln2,112406
Egln3,112407
Egr1,13653
Egr2,13654
Egr3,13655
Egr4,13656
Ehbp1,216565
Ehbp1l1,114601
Ehd1,13660
Ehd2,259300
Ehd3,57440
Ehd4,98878
Ehhadh,74147
Ehmt1,77683
Ehmt2,110147
Ei24,13663
Eid1,58521
Eid2,386655
Eid2b,434156
Eid3,66341
Eif1,20918
Eif1a,13664
Eif1ad,69860
Eif1ax,66235
Eif1b,68969
Eif2a,229317
Eif2ak1,15467
Eif2ak2,19106
Eif2ak3,13666
Eif2ak4,27103
Eif2b1,209354
Eif2b2,217715
Eif2b3,108067
Eif2b4,13667
Eif2b5,224045
Eif2d,16865
Eif2s1,13665
Eif2s2,67204
Eif2s3x,26905
Eif2s3y,26908
Eif3a,13669
Eif3b,27979
Eif3c,56347
Eif3d,55944
Eif3e,16341
Eif3f,66085
Eif3g,53356
Eif3h,68135
Eif3i,54709
Eif3k,73830
Eif3l,223691
Eif3m,98221
Eif4a1,13681
Eif4a2,13682
Eif4a3l1,668137
Eif4b,75705
Eif4e,13684
Eif4e2,26987
Eif4e3,66892
Eif4ebp1,13685
Eif4ebp2,13688
Eif4ebp3,108112
Eif4g1,208643
Eif4g2,13690
Eif4g3,230861
Eif4h,22384
Eif5,217869
Eif5a,276770
Eif5a2,208691
Eif5b,226982
Eif6,16418
Eipr1,380752
Elac1,114615
Elac2,68626
Elavl1,15568
Elavl2,15569
Elavl3,15571
Eldr,72735
Elf1,13709
Elf2,69257
Elf3,13710
Elf4,56501
Elk1,13712
Elk3,13713
Elk4,13714
Ell,13716
Ell2,192657
Elmo1,140580
Elmo2,140579
Elmo3,234683
Elmod2,244548
Elmod3,232089
Eln,13717
Eloa,27224
Elob,67673
Eloc,67923
Elovl1,54325
Elovl2,54326
Elovl4,83603
Elovl5,68801
Elovl6,170439
Elovl7,74559
Elp1,230233
Elp2,58523
Elp3,74195
Elp4,77766
Elp5,54351
Emb,13723
Emc1,230866
Emc10,69683
Emc2,66736
Emc3,66087
Emc4,68032
Emc6,66048
Emc7,73024
Emc8,18117
Emc9,85308
Emcn,59308
Emd,13726
Eme1,268465
Eme2,193838
Emg1,14791
Emid1,140703
Emilin1,100952
Emilin2,246707
Emilin3,280635
Eml1,68519
Eml2,72205
Eml3,225898
Eml4,78798
Eml5,319670
Eml6,237711
Emp1,13730
Emp2,13731
Emp3,13732
Emsy,233545
Emx2,13797
En1,13798
En2,13799
Enah,13800
Enc1,13803
Endod1,71946
Endog,13804
Endov,338371
Eng,13805
Engase,217364
Enho,69638
Enkd1,102124
Eno1,13806
Eno1b,433182
Eno2,13807
Eno3,13808
Eno4,226265
Enoph1,67870
Enox1,239188
Enox2,209224
Enpp1,18605
Enpp2,18606
Enpp3,209558
Enpp4,224794
Enpp5,83965
Ensa,56205
Entpd1,12495
Entpd2,12496
Entpd5,12499
Entpd7,93685
Entr1,68112
Eny2,223527
Eogt,101351
Eola1,68618
Eomes,13813
Ep300,328572
Ep400,75560
Epas1,13819
Epb41,269587
Epb41l1,13821
Epb41l2,13822
Epb41l3,13823
Epb41l4a,13824
Epb41l4aos,69749
Epb41l4b,54357
Epb41l5,226352
Epb42,13828
Epc1,13831
Epc2,227867
Epcam,17075
Epdr1,105298
Epg5,100502841
Epha1,13835
Epha2,13836
Epha4,13838
Epha7,13841
Ephb1,270190
Ephb2,13844
Ephb3,13845
Ephb4,13846
Ephb6,13848
Ephx1,13849
Ephx2,13850
Epm2a,13853
Epm2aip1,77781
Epn1,13854
Epn2,13855
Epn3,71889
Epo,13856
Epop,103551
Epor,13857
Epp13,0
Eppk1,223650
Eprn,432777
Eprs,0
Eps15,13858
Eps15l1,13859
Eps8,13860
Eps8l2,98845
Eral1,57837
Erap1,80898
Eras,353283
Erbb2,13866
Erbb3,13867
Erbb4,13869
Erbin,59079
Erc1,111173
Erc2,238988
Ercc1,13870
Ercc2,13871
Ercc3,13872
Ercc4,50505
Ercc5,22592
Ercc6,319955
Ercc6l,236930
Ercc6l2,76251
Ercc8,71991
Erf,13875
Erfe,227358
Erg,13876
Erg28,58520
Ergic1,67458
Ergic2,67456
Ergic3,66366
Erh,13877
Eri1,67276
Eri3,140546
Erich1,234086
Erich2,66748
Erich5,239368
Erlec1,66753
Erlin1,226144
Erlin2,244373
Ermap,27028
Ermp1,226090
Ern1,78943
Ero1a,50527
Ero1b,67475
Erp29,67397
Erp44,76299
Errfi1,74155
Esam,69524
Esco1,77805
Esco2,71988
Esd,13885
Esf1,66580
Esm1,71690
Espl1,105988
Espn,56226
Esr2,13983
Esrp1,207920
Esrp2,77411
Esrra,26379
Esrrb,26380
Esrrg,26381
Esx1,13984
Esyt1,23943
Esyt2,52635
Esyt3,272636
Etaa1,68145
Etaa1os,102633673
Etf1,225363
Etfa,110842
Etfb,110826
Etfbkmt,320204
Etfdh,66841
Etfrf1,67636
Ethe1,66071
Etl4,208618
Etnk1,75320
Etnk2,214253
Ets1,23871
Ets2,23872
Etv1,14009
Etv2,14008
Etv3,27049
Etv3l,546801
Etv4,18612
Etv5,104156
Etv6,14011
Eva1a,232146
Eva1b,230752
Evc,59056
Evc2,68525
Evi5,14020
Evi5l,213027
Evl,14026
Evpl,14027
Evx1,14028
Evx1os,70593
Ewsr1,14030
Exd1,241624
Exd2,97827
Exo1,26909
Exo5,73172
Exoc1,69940
Exoc2,66482
Exoc3,211446
Exoc3l,277978
Exoc3l2,74463
Exoc4,20336
Exoc5,105504
Exoc6,107371
Exoc6b,75914
Exoc7,53413
Exoc8,102058
Exog,208194
Exosc1,66583
Exosc10,50912
Exosc2,227715
Exosc3,66362
Exosc4,109075
Exosc5,27998
Exosc6,72544
Exosc7,66446
Exosc8,69639
Exosc9,50911
Ext1,14042
Extl1,56219
Extl2,58193
Extl3,54616
Eya1,14048
Eya2,14049
Eya3,14050
Ezh1,14055
Ezh2,14056
Ezhip,102991
Ezr,22350
F10,14058
F11r,16456
F13a1,74145
F2,14061
F2r,14062
F2rl1,14063
F2rl3,14065
F3,14066
F420014N23Rik,100038591
F5,14067
F630040K05Rik,433111
F7,14068
F730035M05Rik,414124
F8,14069
F830016B08Rik,240328
F8a,14070
F930015N05Rik,654805
Faah,14073
Faap100,71885
Faap20,67513
Faap24,101831
Fabp3,14077
Fabp5,16592
Fabp7,12140
Fadd,14082
Fads1,76267
Fads2,56473
Fads3,60527
Fads6,328035
Faf1,14084
Faf2,76577
Fah,14085
Fahd1,68636
Fahd2a,68126
Faim,23873
Faiml,623459
Fam102a,0
Fam102b,0
Fam104a,0
Fam107a,268709
Fam107b,66540
Fam110a,73847
Fam110b,242297
Fam110c,104943
Fam111a,107373
Fam114a1,68303
Fam114a2,67726
Fam117a,215512
Fam117b,72750
Fam118a,73225
Fam118b,109229
Fam120a,218236
Fam120aos,68128
Fam120b,67544
Fam120c,207375
Fam122a,0
Fam122b,0
Fam124a,629059
Fam124b,241128
Fam126a,0
Fam126b,0
Fam131a,78408
Fam131b,76156
Fam131c,277743
Fam133b,68152
Fam135a,68187
Fam136a,66488
Fam13a,58909
Fam13b,225358
Fam13c,71721
Fam149a,212326
Fam149b,105428
Fam151b,73942
Fam160a1,0
Fam160a2,0
Fam160b1,0
Fam160b2,0
Fam161a,73873
Fam161b,217705
Fam162a,70186
Fam163a,329274
Fam163b,109349
Fam167a,219148
Fam168a,319604
Fam168b,214469
Fam169a,320557
Fam169b,434197
Fam171a1,269233
Fam171a2,217219
Fam171b,241520
Fam172a,0
Fam174a,67698
Fam174b,100038347
Fam174c,69770
Fam178b,381337
Fam181b,58238
Fam183b,0
Fam184a,75906
Fam184b,58227
Fam185a,330050
Fam187b,76415
Fam189a1,0
Fam189a2,0
Fam189b,0
Fam193a,231128
Fam193b,212483
Fam199x,245622
Fam204a,76539
Fam207a,0
Fam20a,208659
Fam20b,215015
Fam20c,80752
Fam210a,108654
Fam210b,67017
Fam214a,0
Fam214b,0
Fam216a,68948
Fam217b,71532
Fam219a,71901
Fam219b,78323
Fam220a,67238
Fam221a,231946
Fam222a,433940
Fam222b,216971
Fam227a,75729
Fam229b,66337
Fam234a,106581
Fam234b,74525
Fam241a,70617
Fam241b,69894
Fam25c,0
Fam32a,67922
Fam3a,66294
Fam3c,27999
Fam43a,224093
Fam50a,108160
Fam53a,74504
Fam53b,77938
Fam53c,66306
Fam71e1,0
Fam71f2,0
Fam72a,108900
Fam76a,230789
Fam76b,72826
Fam78a,241303
Fam78b,226610
Fam81a,76886
Fam83b,208994
Fam83d,71878
Fam83e,73813
Fam83g,69640
Fam83h,105732
Fam89a,69627
Fam89b,17826
Fam8a1,97863
Fam91a1,210998
Fam98a,72722
Fam98b,68215
Fam98c,73833
Fan1,330554
Fanca,14087
Fancb,237211
Fancc,14088
Fancd2,211651
Fancd2os,70979
Fance,72775
Fancf,100040608
Fancg,60534
Fanci,208836
Fancl,67030
Fancm,104806
Fank1,66930
Far1,67420
Far1os,69295
Farp1,223254
Farp2,227377
Fars2,69955
Farsa,66590
Farsb,23874
Fas,14102
Fasn,14104
Fastk,66587
Fastkd1,320720
Fastkd2,75619
Fastkd3,69577
Fastkd5,380601
Fat1,14107
Fat2,245827
Fat3,270120
Fat4,329628
Fau,14109
Faxc,76132
Fbf1,217335
Fbh1,50755
Fbl,14113
Fblim1,74202
Fbln1,14114
Fbln2,14115
Fbln5,23876
Fbln7,70370
Fbn1,14118
Fbn2,14119
Fbp1,14121
Fbp2,14120
Fbrs,14123
Fbrsl1,381668
Fbxl12,30843
Fbxl12os,66662
Fbxl14,101358
Fbxl15,68431
Fbxl16,214931
Fbxl17,50758
Fbxl18,231863
Fbxl19,233902
Fbxl2,72179
Fbxl20,72194
Fbxl21,213311
Fbxl22,74165
Fbxl3,50789
Fbxl4,269514
Fbxl5,242960
Fbxl6,30840
Fbxl7,448987
Fbxl8,50788
Fbxo10,269529
Fbxo11,225055
Fbxo15,50764
Fbxo16,50759
Fbxo17,50760
Fbxo2,230904
Fbxo21,231670
Fbxo22,71999
Fbxo25,66822
Fbxo27,233040
Fbxo28,67948
Fbxo3,57443
Fbxo30,71865
Fbxo31,76454
Fbxo32,67731
Fbxo33,70611
Fbxo34,78938
Fbxo36,66153
Fbxo38,107035
Fbxo4,106052
Fbxo40,207215
Fbxo42,213499
Fbxo44,230903
Fbxo45,268882
Fbxo46,243867
Fbxo47,72973
Fbxo48,319701
Fbxo5,67141
Fbxo6,50762
Fbxo7,69754
Fbxo8,50753
Fbxo9,71538
Fbxw11,103583
Fbxw17,109082
Fbxw2,30050
Fbxw5,30839
Fbxw7,50754
Fbxw8,231672
Fbxw9,68628
Fcer1g,14127
Fcer2a,14128
Fcf1,73736
Fcgbp,215384
Fcgr2b,14130
Fcgr4,246256
Fcgrt,14132
Fcho1,74015
Fcho2,218503
Fchsd1,319262
Fchsd2,207278
Fcor,100503924
Fcrl6,677296
Fcsk,234730
Fdft1,14137
Fdps,110196
Fdx1,14148
Fdx2,68165
Fdxacb1,382137
Fdxr,14149
Fech,14151
Fem1a,14154
Fem1al,216622
Fem1c,240263
Fen1,14156
Fendrr,68790
Fer,14158
Fer1l5,100534273
Fermt1,241639
Fermt2,218952
Fermt3,108101
Fes,14159
Fetub,59083
Fev,260298
Fez1,235180
Fez2,225020
Fgd1,14163
Fgd2,26382
Fgd3,30938
Fgd4,224014
Fgd5,232237
Fgd6,13998
Fgf1,14164
Fgf10,14165
Fgf11,14166
Fgf13,14168
Fgf15,14170
Fgf17,14171
Fgf18,14172
Fgf22,67112
Fgf23,64654
Fgf3,14174
Fgf4,14175
Fgf5,14176
Fgf6,14177
Fgf8,14179
Fgfbp1,14181
Fgfbp3,72514
Fgfr1,14182
Fgfr1op2,67529
Fgfr2,14183
Fgfr3,14184
Fgfrl1,116701
Fggy,75578
Fgl2,14190
Fgr,14191
Fh1,14194
Fhad1,329977
Fhdc1,229474
Fhit,14198
Fhl1,14199
Fhl2,14200
Fhl3,14201
Fhl4,14202
Fhod1,234686
Fhod3,225288
Fibp,58249
Ficd,231630
Fig4,103199
Fign,60344
Fignl1,60530
Fignl2,668225
Filip1,70598
Filip1l,78749
Fip1l1,66899
Firre,103012
Fis1,66437
Fitm1,68680
Fitm2,228859
Fiz1,23877
Fjx1,14221
Fkbp10,14230
Fkbp11,66120
Fkbp14,231997
Fkbp15,338355
Fkbp1a,14225
Fkbp1b,14226
Fkbp3,30795
Fkbp4,14228
Fkbp5,14229
Fkbp6,94244
Fkbp7,14231
Fkbp8,14232
Fkbp9,27055
Fkbpl,56299
Fkrp,243853
Fktn,246179
Flad1,319945
Flcn,216805
Fli1,14247
Flii,14248
Flna,192176
Flnb,286940
Flnc,68794
Flot1,14251
Flot2,14252
Flrt2,399558
Flrt3,71436
Flt1,14254
Flt3l,14256
Flt4,14257
Flvcr1,226844
Flvcr2,217721
Flywch1,224613
Flywch2,76917
Fmc1,66117
Fmn2,54418
Fmnl1,57778
Fmnl2,71409
Fmnl3,22379
Fmo1,14261
Fmo5,14263
Fmr1,14265
Fmr1nb,207854
Fn1,14268
Fn3k,63828
Fnbp1,14269
Fnbp1l,214459
Fnbp4,55935
Fnd3c2,331491
Fndc1,68655
Fndc10,230991
Fndc3a,319448
Fndc3b,72007
Fndc3c1,333564
Fndc4,64339
Fndc5,384061
Fndc9,320116
Fnip1,216742
Fnip2,329679
Fnta,14272
Fntb,110606
Focad,230393
Folr1,14275
Folr2,14276
Fos,14281
Fosb,14282
Fosl2,14284
Foxa1,15375
Foxa2,15376
Foxa3,15377
Foxb1,64290
Foxc1,17300
Foxc2,14234
Foxd3,15221
Foxd4,14237
Foxf1,15227
Foxf2,14238
Foxh1,14106
Foxi3,232077
Foxj1,15223
Foxj2,60611
Foxj3,230700
Foxk1,17425
Foxk2,68837
Foxl1,14241
Foxm1,14235
Foxn2,14236
Foxn3,71375
Foxn4,116810
Foxo1,56458
Foxo3,56484
Foxo4,54601
Foxo6,329934
Foxp1,108655
Foxp2,114142
Foxp4,74123
Foxq1,15220
Foxr1,382074
Foxr2,436240
Foxred1,235169
Foxred2,239554
Foxs1,14239
Fpgs,14287
Fpgt,75540
Fra10ac1,70567
Fras1,231470
Frat1,14296
Frat2,212398
Frem1,329872
Frem2,242022
Frg1,14300
Frg2f1,433752
Frmd3,242506
Frmd4a,209630
Frmd4b,232288
Frmd5,228564
Frmd6,319710
Frmd8,67457
Frmpd1,666060
Frrs1,20321
Frs2,327826
Frs3,107971
Frs3os,100126242
Fry,320365
Fryl,72313
Frzb,20378
Fscn1,14086
Fsd1,240121
Fsd1l,319636
Fsd2,244091
Fsip1,71313
Fst,14313
Fstl1,14314
Fstl3,83554
Fstl4,320027
Ftcd,14317
Fth1,14319
Fthl17a,71996
Fthl17b,434726
Fthl17d,100042782
Ftl1,14325
Fto,26383
Ftsj1,54632
Ftx,78878
Fubp1,51886
Fubp3,320267
Fuca1,71665
Fuca2,66848
Fundc1,72018
Fundc2,67391
Fuom,69064
Furin,18550
Fus,233908
Fut1,14343
Fut10,171167
Fut11,73068
Fut4,14345
Fut8,53618
Fut9,14348
Fuz,70300
Fv1,14349
Fxn,14297
Fxr1,14359
Fxr2,23879
Fxyd1,56188
Fxyd2,11936
Fxyd4,108017
Fxyd5,18301
Fxyd6,59095
Fxyd7,57780
Fyn,14360
Fyttd1,69823
Fzd1,14362
Fzd10,93897
Fzd10os,319616
Fzd2,57265
Fzd3,14365
Fzd4,14366
Fzd5,14367
Fzd6,14368
Fzd7,14369
Fzd8,14370
Fzd9,14371
Fzr1,56371
G0s2,14373
G2e3,217558
G3bp1,27041
G3bp2,23881
G430095P16Rik,619292
G630055G22Rik,414127
G6pc3,68401
G6pd2,14380
G6pdx,14381
G730013B05Rik,619312
Gaa,14387
Gab1,14388
Gab2,14389
Gabarap,56486
Gabarapl1,57436
Gabarapl2,93739
Gabbr1,54393
Gabbr2,242425
Gabpa,14390
Gabpb1,14391
Gabpb2,213054
Gabra4,14397
Gabrb1,14400
Gabrb3,14402
Gabre,14404
Gad1,14415
Gad1os,68986
Gad2,14417
Gadd45a,13197
Gadd45g,23882
Gadd45gip1,102060
Gak,231580
Gal,14419
Gal3st1,53897
Gal3st3,545276
Gal3st4,330217
Galc,14420
Gale,74246
Galk1,14635
Galk2,69976
Galm,319625
Galns,50917
Galnt1,14423
Galnt10,171212
Galnt11,231050
Galnt12,230145
Galnt14,71685
Galnt16,108760
Galnt17,212996
Galnt18,233733
Galnt2,108148
Galnt3,14425
Galnt4,14426
Galnt6,207839
Galnt7,108150
Galnt9,231605
Galr2,14428
Galt,14430
Gamt,14431
Gan,209239
Ganab,14376
Ganc,76051
Gap43,14432
Gapdh,14433
Gapdhs,14447
Gapvd1,66691
Gar1,68147
Garem1,381126
Garem2,242915
Garnl3,99326
Garre1,233103
Gars,0
Gart,14450
Gas1,14451
Gas2,14453
Gas2l1,78926
Gas2l3,237436
Gas5,14455
Gas6,14456
Gas7,14457
Gas8,104346
Gask1b,68659
Gata1,14460
Gata2,14461
Gata3,14462
Gata4,14463
Gata5,14464
Gata5os,100036520
Gata6,14465
Gata6os,68434
Gatad1,67210
Gatad2a,234366
